palabra,Coldplay,Linkin Park,Eminem,The White Stripes,The Strokes,Arctic Monkeys,Muse,System of a Down,OutKast,The Killers,Beyoncé,Justin Timberlake,50 Cent,Kanye West,Amy Winehouse,total
lost,66.0,98.0,151.0,4.0,15.0,13.0,34.0,14.0,14.0,17.0,72.0,22.0,58.0,89.0,5.0,672.0
used,14.0,39.0,188.0,12.0,5.0,14.0,11.0,1.0,28.0,28.0,62.0,29.0,133.0,105.0,2.0,671.0
stand,20.0,46.0,205.0,4.0,9.0,5.0,18.0,4.0,17.0,37.0,96.0,31.0,61.0,106.0,8.0,667.0
must,25.0,13.0,173.0,15.0,13.0,13.0,32.0,27.0,40.0,9.0,119.0,52.0,65.0,54.0,13.0,663.0
house,17.0,7.0,213.0,16.0,5.0,12.0,7.0,5.0,20.0,19.0,121.0,27.0,118.0,69.0,2.0,658.0
ha,1.0,2.0,175.0,0.0,6.0,0.0,0.0,0.0,33.0,1.0,27.0,54.0,298.0,60.0,0.0,657.0
ride,21.0,15.0,116.0,6.0,1.0,6.0,4.0,11.0,31.0,10.0,104.0,48.0,208.0,73.0,2.0,656.0
bring,16.0,60.0,139.0,8.0,2.0,8.0,12.0,2.0,16.0,20.0,68.0,53.0,165.0,73.0,13.0,655.0
seen,28.0,23.0,134.0,7.0,6.0,21.0,21.0,8.0,12.0,26.0,25.0,67.0,142.0,122.0,5.0,647.0
kill,0.0,8.0,244.0,2.0,6.0,0.0,33.0,7.0,9.0,51.0,20.0,15.0,181.0,69.0,1.0,646.0
trying,27.0,60.0,157.0,14.0,27.0,28.0,11.0,22.0,23.0,20.0,52.0,28.0,93.0,77.0,6.0,645.0
change,49.0,34.0,117.0,8.0,23.0,15.0,26.0,6.0,28.0,23.0,45.0,49.0,131.0,72.0,9.0,635.0
yes,34.0,11.0,93.0,4.0,50.0,7.0,18.0,3.0,44.0,8.0,162.0,65.0,45.0,77.0,13.0,634.0
sky,80.0,57.0,78.0,2.0,5.0,13.0,2.0,63.0,13.0,26.0,38.0,34.0,45.0,167.0,9.0,632.0
gettin,2.0,6.0,153.0,1.0,0.0,0.0,1.0,0.0,29.0,1.0,92.0,27.0,221.0,96.0,0.0,629.0
throw,5.0,59.0,208.0,7.0,1.0,5.0,5.0,3.0,54.0,6.0,51.0,14.0,56.0,151.0,2.0,627.0
club,16.0,3.0,110.0,0.0,0.0,2.0,0.0,2.0,16.0,0.0,111.0,22.0,264.0,78.0,2.0,626.0
goes,9.0,51.0,160.0,6.0,9.0,31.0,0.0,15.0,25.0,11.0,83.0,110.0,64.0,28.0,16.0,618.0
goin,5.0,36.0,184.0,6.0,1.0,3.0,1.0,0.0,22.0,0.0,61.0,43.0,158.0,97.0,0.0,617.0
til,19.0,52.0,228.0,3.0,3.0,4.0,3.0,1.0,22.0,3.0,63.0,22.0,104.0,83.0,2.0,612.0
far,35.0,134.0,118.0,10.0,5.0,11.0,12.0,14.0,18.0,21.0,63.0,41.0,33.0,91.0,6.0,612.0
fly,33.0,22.0,112.0,0.0,1.0,5.0,4.0,35.0,23.0,8.0,77.0,51.0,99.0,133.0,7.0,610.0
pop,7.0,3.0,142.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0,44.0,23.0,298.0,74.0,0.0,610.0
touch,19.0,8.0,117.0,2.0,1.0,3.0,25.0,11.0,14.0,14.0,138.0,56.0,145.0,53.0,3.0,609.0
hand,10.0,31.0,148.0,29.0,10.0,15.0,1.0,12.0,17.0,26.0,67.0,43.0,119.0,65.0,14.0,607.0
soul,10.0,32.0,89.0,4.0,3.0,13.0,37.0,39.0,24.0,34.0,119.0,47.0,44.0,95.0,10.0,600.0
together,72.0,24.0,150.0,17.0,16.0,15.0,22.0,5.0,18.0,12.0,120.0,39.0,41.0,35.0,12.0,598.0
feeling,52.0,24.0,112.0,21.0,6.0,34.0,16.0,10.0,29.0,9.0,71.0,111.0,40.0,58.0,4.0,597.0
fight,25.0,31.0,180.0,6.0,14.0,6.0,36.0,54.0,16.0,11.0,75.0,29.0,31.0,67.0,14.0,595.0
hell,1.0,19.0,222.0,13.0,5.0,2.0,17.0,3.0,40.0,8.0,38.0,25.0,122.0,79.0,0.0,594.0
song,36.0,18.0,218.0,9.0,11.0,5.0,0.0,1.0,17.0,19.0,82.0,37.0,55.0,67.0,16.0,591.0
young,8.0,15.0,87.0,3.0,9.0,1.0,12.0,8.0,24.0,20.0,73.0,60.0,143.0,115.0,11.0,589.0
pull,10.0,9.0,172.0,9.0,2.0,4.0,20.0,20.0,23.0,4.0,57.0,17.0,149.0,88.0,4.0,588.0
though,9.0,44.0,153.0,17.0,7.0,29.0,2.0,6.0,26.0,7.0,52.0,41.0,77.0,108.0,9.0,587.0
tryna,1.0,0.0,175.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,55.0,21.0,177.0,153.0,2.0,587.0
music,12.0,16.0,218.0,0.0,3.0,2.0,0.0,4.0,29.0,2.0,30.0,36.0,102.0,126.0,7.0,587.0
cry,44.0,15.0,127.0,2.0,0.0,4.0,5.0,10.0,15.0,20.0,62.0,150.0,74.0,20.0,38.0,586.0
catch,6.0,22.0,133.0,7.0,4.0,8.0,3.0,0.0,21.0,6.0,105.0,13.0,218.0,34.0,6.0,586.0
ask,13.0,17.0,161.0,13.0,28.0,8.0,2.0,6.0,18.0,6.0,43.0,21.0,131.0,107.0,6.0,580.0
gun,10.0,27.0,199.0,2.0,7.0,2.0,4.0,10.0,15.0,9.0,16.0,4.0,242.0,32.0,0.0,579.0
went,29.0,13.0,198.0,11.0,10.0,15.0,1.0,7.0,31.0,11.0,19.0,19.0,107.0,98.0,6.0,575.0
party,3.0,2.0,111.0,4.0,7.0,12.0,0.0,9.0,16.0,8.0,89.0,25.0,197.0,85.0,5.0,573.0
blow,2.0,10.0,193.0,4.0,0.0,4.0,3.0,0.0,25.0,5.0,32.0,17.0,208.0,57.0,13.0,573.0
remember,13.0,37.0,150.0,8.0,8.0,15.0,11.0,7.0,18.0,22.0,80.0,51.0,47.0,97.0,8.0,572.0
round,20.0,12.0,89.0,6.0,3.0,18.0,4.0,3.0,24.0,11.0,64.0,18.0,191.0,103.0,3.0,569.0
fire,39.0,44.0,166.0,2.0,6.0,10.0,7.0,8.0,28.0,31.0,28.0,35.0,109.0,51.0,4.0,568.0
act,1.0,53.0,168.0,3.0,8.0,12.0,0.0,1.0,13.0,2.0,28.0,63.0,136.0,78.0,1.0,567.0
comes,38.0,43.0,180.0,7.0,6.0,12.0,8.0,5.0,13.0,26.0,64.0,46.0,56.0,57.0,5.0,566.0
help,14.0,40.0,107.0,11.0,15.0,9.0,7.0,19.0,21.0,39.0,54.0,51.0,75.0,58.0,46.0,566.0
shot,2.0,12.0,181.0,1.0,4.0,2.0,0.0,9.0,11.0,14.0,10.0,5.0,284.0,26.0,2.0,563.0
took,15.0,18.0,152.0,18.0,5.0,10.0,1.0,21.0,24.0,24.0,81.0,20.0,60.0,107.0,7.0,563.0
dick,0.0,1.0,325.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,5.0,21.0,117.0,76.0,4.0,559.0
listen,8.0,40.0,153.0,6.0,13.0,10.0,5.0,2.0,11.0,23.0,42.0,38.0,135.0,65.0,6.0,557.0
somebody,117.0,29.0,118.0,9.0,2.0,16.0,1.0,0.0,15.0,20.0,49.0,25.0,50.0,99.0,5.0,555.0
bitches,0.0,1.0,206.0,0.0,0.0,1.0,0.0,4.0,13.0,0.0,53.0,4.0,187.0,85.0,0.0,554.0
dead,14.0,27.0,194.0,7.0,8.0,5.0,23.0,8.0,19.0,9.0,16.0,59.0,114.0,48.0,1.0,552.0
nothin,0.0,9.0,159.0,7.0,21.0,2.0,0.0,0.0,17.0,1.0,29.0,15.0,212.0,76.0,1.0,549.0
ah,86.0,9.0,161.0,3.0,11.0,8.0,12.0,6.0,10.0,3.0,103.0,41.0,42.0,50.0,1.0,546.0
matter,11.0,87.0,139.0,8.0,1.0,1.0,14.0,5.0,14.0,19.0,47.0,27.0,94.0,75.0,4.0,546.0
tryin,3.0,8.0,161.0,1.0,9.0,2.0,1.0,0.0,45.0,1.0,20.0,42.0,182.0,69.0,1.0,545.0
full,24.0,54.0,190.0,9.0,1.0,11.0,0.0,0.0,16.0,3.0,21.0,21.0,143.0,45.0,4.0,542.0
sun,86.0,86.0,44.0,13.0,21.0,24.0,13.0,19.0,10.0,36.0,66.0,27.0,49.0,37.0,10.0,541.0
coming,37.0,36.0,132.0,13.0,10.0,26.0,14.0,21.0,10.0,17.0,80.0,21.0,71.0,48.0,3.0,539.0
pain,21.0,103.0,151.0,12.0,3.0,0.0,24.0,10.0,19.0,16.0,37.0,14.0,57.0,66.0,1.0,534.0
lights,19.0,27.0,62.0,2.0,2.0,20.0,3.0,7.0,5.0,16.0,95.0,40.0,56.0,178.0,2.0,534.0
cold,28.0,39.0,152.0,31.0,23.0,8.0,14.0,3.0,20.0,15.0,23.0,38.0,70.0,66.0,3.0,533.0
wish,24.0,28.0,131.0,9.0,11.0,12.0,20.0,0.0,10.0,10.0,43.0,32.0,91.0,108.0,3.0,532.0
roll,5.0,8.0,134.0,3.0,2.0,16.0,0.0,6.0,22.0,9.0,75.0,22.0,163.0,65.0,1.0,531.0
true,30.0,24.0,119.0,16.0,9.0,9.0,19.0,15.0,17.0,21.0,53.0,95.0,27.0,63.0,11.0,528.0
someone,25.0,98.0,167.0,10.0,17.0,7.0,23.0,16.0,3.0,6.0,38.0,24.0,20.0,58.0,16.0,528.0
forever,16.0,15.0,60.0,14.0,0.0,19.0,16.0,16.0,20.0,7.0,89.0,48.0,32.0,166.0,7.0,525.0
hoes,0.0,2.0,114.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,13.0,1.0,255.0,93.0,0.0,522.0
mad,2.0,12.0,159.0,2.0,1.0,8.0,51.0,1.0,10.0,9.0,47.0,14.0,122.0,81.0,1.0,520.0
hope,23.0,33.0,169.0,6.0,20.0,13.0,20.0,12.0,22.0,18.0,37.0,25.0,46.0,66.0,10.0,520.0
mama,6.0,6.0,100.0,4.0,2.0,2.0,0.0,1.0,28.0,1.0,139.0,23.0,83.0,124.0,0.0,519.0
sound,21.0,72.0,140.0,23.0,6.0,12.0,4.0,1.0,13.0,17.0,35.0,31.0,83.0,49.0,10.0,517.0
cut,17.0,43.0,150.0,8.0,2.0,5.0,4.0,1.0,36.0,19.0,23.0,30.0,113.0,62.0,2.0,515.0
floor,7.0,28.0,112.0,9.0,7.0,8.0,1.0,3.0,9.0,9.0,74.0,111.0,77.0,51.0,3.0,509.0
da,0.0,24.0,149.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,40.0,33.0,189.0,35.0,6.0,508.0
talking,10.0,36.0,90.0,7.0,1.0,10.0,1.0,10.0,22.0,9.0,42.0,41.0,129.0,97.0,3.0,508.0
sometimes,61.0,47.0,133.0,8.0,21.0,5.0,0.0,2.0,9.0,39.0,45.0,54.0,26.0,53.0,2.0,505.0
sing,50.0,15.0,110.0,9.0,6.0,8.0,7.0,2.0,11.0,10.0,108.0,48.0,38.0,72.0,9.0,503.0
feelin,1.0,5.0,94.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,185.0,16.0,108.0,78.0,0.0,499.0
sick,4.0,56.0,238.0,3.0,2.0,5.0,7.0,5.0,14.0,11.0,12.0,9.0,95.0,30.0,7.0,498.0
line,17.0,56.0,102.0,3.0,3.0,10.0,6.0,9.0,13.0,19.0,30.0,15.0,163.0,51.0,1.0,498.0
lose,11.0,53.0,124.0,8.0,1.0,8.0,34.0,11.0,7.0,14.0,54.0,48.0,68.0,47.0,8.0,496.0
blood,25.0,60.0,119.0,3.0,5.0,10.0,8.0,6.0,8.0,9.0,8.0,63.0,110.0,54.0,3.0,491.0
close,19.0,67.0,108.0,1.0,3.0,14.0,11.0,5.0,19.0,32.0,37.0,52.0,71.0,35.0,13.0,487.0
check,4.0,43.0,116.0,0.0,1.0,0.0,0.0,2.0,16.0,3.0,85.0,27.0,113.0,72.0,3.0,485.0
kanye,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,465.0,0.0,484.0
getting,6.0,24.0,147.0,6.0,6.0,19.0,6.0,3.0,17.0,27.0,31.0,29.0,89.0,63.0,5.0,478.0
city,8.0,2.0,110.0,13.0,26.0,12.0,3.0,4.0,10.0,11.0,18.0,12.0,117.0,128.0,0.0,474.0
already,4.0,13.0,112.0,2.0,1.0,15.0,3.0,3.0,10.0,6.0,97.0,44.0,101.0,59.0,2.0,472.0
wanted,21.0,37.0,114.0,9.0,16.0,10.0,18.0,14.0,19.0,16.0,61.0,17.0,43.0,69.0,7.0,471.0
dream,37.0,24.0,85.0,5.0,9.0,5.0,15.0,11.0,10.0,33.0,113.0,16.0,45.0,59.0,3.0,470.0
times,13.0,18.0,122.0,5.0,7.0,8.0,11.0,6.0,34.0,17.0,65.0,40.0,61.0,53.0,9.0,469.0
okay,35.0,5.0,72.0,2.0,13.0,2.0,9.0,3.0,11.0,2.0,125.0,32.0,37.0,118.0,2.0,468.0
understand,25.0,36.0,112.0,5.0,28.0,4.0,8.0,4.0,17.0,8.0,53.0,42.0,74.0,37.0,14.0,467.0
g,0.0,2.0,102.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,14.0,279.0,43.0,0.0,467.0
friend,13.0,15.0,87.0,18.0,19.0,8.0,3.0,10.0,16.0,16.0,37.0,22.0,142.0,41.0,19.0,466.0
waiting,33.0,65.0,68.0,4.0,26.0,20.0,9.0,36.0,7.0,28.0,73.0,34.0,33.0,18.0,10.0,464.0
car,15.0,10.0,137.0,2.0,1.0,12.0,0.0,29.0,8.0,18.0,28.0,17.0,103.0,81.0,1.0,462.0
knew,2.0,27.0,157.0,12.0,4.0,16.0,2.0,0.0,15.0,32.0,45.0,18.0,49.0,63.0,19.0,461.0
words,5.0,53.0,179.0,9.0,6.0,8.0,8.0,12.0,16.0,4.0,29.0,20.0,44.0,42.0,24.0,459.0
hurt,31.0,56.0,119.0,2.0,6.0,4.0,4.0,11.0,5.0,5.0,89.0,26.0,51.0,37.0,11.0,457.0
lot,3.0,17.0,131.0,2.0,4.0,5.0,0.0,0.0,19.0,11.0,44.0,16.0,127.0,72.0,5.0,456.0
alright,35.0,27.0,90.0,9.0,25.0,19.0,1.0,11.0,14.0,21.0,33.0,34.0,66.0,67.0,2.0,454.0
part,30.0,68.0,83.0,3.0,12.0,12.0,3.0,2.0,11.0,5.0,68.0,34.0,77.0,39.0,4.0,451.0
since,12.0,9.0,167.0,3.0,1.0,7.0,2.0,1.0,7.0,10.0,20.0,23.0,112.0,73.0,4.0,451.0
eat,0.0,4.0,148.0,2.0,1.0,1.0,1.0,63.0,13.0,0.0,23.0,35.0,109.0,50.0,0.0,450.0
lie,22.0,82.0,89.0,7.0,20.0,10.0,8.0,20.0,7.0,10.0,48.0,30.0,48.0,41.0,8.0,450.0
kiss,21.0,2.0,80.0,10.0,2.0,17.0,5.0,4.0,5.0,24.0,133.0,23.0,61.0,46.0,16.0,449.0
mouth,5.0,13.0,173.0,4.0,1.0,2.0,3.0,5.0,19.0,11.0,48.0,16.0,103.0,46.0,0.0,449.0
slow,12.0,27.0,90.0,1.0,6.0,6.0,0.0,1.0,19.0,10.0,62.0,22.0,79.0,113.0,0.0,448.0
kid,9.0,7.0,146.0,0.0,1.0,5.0,2.0,1.0,8.0,18.0,8.0,3.0,157.0,80.0,2.0,447.0
lookin,0.0,11.0,114.0,18.0,0.0,0.0,12.0,0.0,34.0,1.0,76.0,40.0,76.0,64.0,0.0,446.0
talkin,4.0,3.0,135.0,3.0,0.0,2.0,0.0,3.0,28.0,1.0,35.0,9.0,141.0,82.0,0.0,446.0
front,1.0,22.0,128.0,4.0,2.0,10.0,1.0,5.0,9.0,6.0,24.0,8.0,184.0,39.0,2.0,445.0
lord,10.0,4.0,46.0,16.0,2.0,0.0,2.0,1.0,19.0,1.0,33.0,15.0,55.0,241.0,0.0,445.0
low,31.0,15.0,70.0,0.0,1.0,10.0,4.0,0.0,16.0,6.0,54.0,29.0,157.0,49.0,3.0,445.0
somethin,0.0,6.0,114.0,6.0,3.0,0.0,0.0,1.0,17.0,1.0,37.0,31.0,128.0,100.0,0.0,444.0
west,1.0,2.0,38.0,2.0,1.0,0.0,1.0,0.0,6.0,24.0,4.0,9.0,31.0,324.0,0.0,443.0
hook,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,78.0,1.0,18.0,7.0,175.0,62.0,0.0,442.0
smoke,4.0,11.0,152.0,1.0,0.0,16.0,0.0,1.0,24.0,4.0,25.0,15.0,119.0,51.0,16.0,439.0
sleep,67.0,15.0,109.0,6.0,16.0,11.0,19.0,11.0,6.0,8.0,31.0,17.0,65.0,48.0,9.0,438.0
three,7.0,7.0,132.0,18.0,5.0,12.0,1.0,1.0,29.0,1.0,39.0,12.0,97.0,76.0,1.0,438.0
sit,4.0,21.0,156.0,6.0,10.0,14.0,0.0,3.0,17.0,7.0,60.0,26.0,71.0,38.0,5.0,438.0
sayin,1.0,6.0,133.0,5.0,0.0,1.0,0.0,0.0,17.0,0.0,21.0,11.0,179.0,63.0,0.0,437.0
sure,13.0,6.0,83.0,12.0,11.0,38.0,12.0,1.0,18.0,11.0,39.0,42.0,104.0,43.0,4.0,437.0
comin,1.0,4.0,156.0,2.0,0.0,2.0,1.0,3.0,30.0,0.0,41.0,14.0,131.0,48.0,0.0,433.0
else,16.0,57.0,114.0,12.0,9.0,4.0,7.0,4.0,7.0,15.0,82.0,38.0,15.0,40.0,11.0,431.0
bit,4.0,15.0,124.0,6.0,0.0,9.0,2.0,68.0,3.0,6.0,44.0,12.0,109.0,27.0,0.0,429.0
daddy,14.0,1.0,94.0,2.0,0.0,1.0,0.0,2.0,29.0,17.0,162.0,14.0,38.0,49.0,6.0,429.0
found,30.0,17.0,84.0,8.0,11.0,13.0,16.0,8.0,15.0,14.0,57.0,34.0,63.0,53.0,6.0,429.0
tried,18.0,46.0,96.0,2.0,13.0,10.0,8.0,3.0,13.0,10.0,42.0,38.0,60.0,55.0,15.0,429.0
dre,0.0,1.0,292.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,84.0,9.0,0.0,428.0
door,7.0,25.0,117.0,11.0,21.0,9.0,5.0,7.0,15.0,18.0,24.0,28.0,87.0,49.0,4.0,427.0
forget,9.0,42.0,89.0,13.0,17.0,10.0,21.0,6.0,9.0,34.0,44.0,26.0,53.0,39.0,14.0,426.0
kids,7.0,26.0,152.0,3.0,1.0,3.0,0.0,3.0,22.0,9.0,16.0,4.0,53.0,127.0,0.0,426.0
shoot,35.0,6.0,125.0,0.0,0.0,3.0,5.0,3.0,18.0,5.0,59.0,5.0,133.0,27.0,0.0,424.0
lil,1.0,1.0,69.0,0.0,0.0,0.0,0.0,2.0,28.0,0.0,20.0,5.0,220.0,78.0,0.0,424.0
sweet,13.0,17.0,36.0,28.0,1.0,8.0,0.0,28.0,14.0,15.0,130.0,19.0,42.0,58.0,13.0,422.0
yea,0.0,0.0,53.0,0.0,0.0,0.0,1.0,6.0,11.0,0.0,18.0,59.0,251.0,22.0,0.0,421.0
morning,19.0,18.0,68.0,7.0,5.0,15.0,5.0,11.0,6.0,15.0,43.0,43.0,78.0,81.0,6.0,420.0
open,27.0,48.0,102.0,9.0,1.0,6.0,4.0,4.0,17.0,15.0,45.0,27.0,71.0,43.0,0.0,419.0
spit,2.0,17.0,202.0,2.0,0.0,1.0,2.0,1.0,24.0,1.0,8.0,3.0,103.0,45.0,1.0,412.0
broke,5.0,8.0,111.0,17.0,0.0,1.0,4.0,2.0,15.0,3.0,20.0,11.0,87.0,127.0,1.0,412.0
set,11.0,32.0,132.0,2.0,1.0,8.0,19.0,1.0,16.0,13.0,28.0,26.0,70.0,50.0,2.0,411.0
buy,9.0,3.0,72.0,3.0,0.0,0.0,4.0,53.0,7.0,1.0,31.0,24.0,116.0,83.0,5.0,411.0
soon,20.0,43.0,124.0,10.0,1.0,16.0,11.0,4.0,12.0,6.0,23.0,25.0,52.0,55.0,4.0,406.0
flow,16.0,7.0,119.0,0.0,0.0,2.0,0.0,3.0,20.0,1.0,42.0,6.0,120.0,66.0,4.0,406.0
york,3.0,0.0,32.0,12.0,14.0,2.0,0.0,0.0,2.0,5.0,16.0,1.0,287.0,31.0,1.0,406.0
room,5.0,64.0,121.0,8.0,13.0,18.0,2.0,6.0,12.0,11.0,30.0,29.0,37.0,44.0,5.0,405.0
cool,3.0,4.0,83.0,11.0,1.0,2.0,6.0,10.0,55.0,3.0,61.0,31.0,81.0,51.0,2.0,404.0
probably,1.0,10.0,237.0,7.0,0.0,18.0,1.0,0.0,8.0,2.0,13.0,10.0,65.0,28.0,2.0,402.0
homie,0.0,3.0,111.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,208.0,63.0,1.0,400.0
truth,7.0,51.0,74.0,14.0,8.0,9.0,34.0,10.0,12.0,15.0,40.0,23.0,17.0,82.0,3.0,399.0
street,8.0,8.0,97.0,6.0,5.0,2.0,1.0,2.0,36.0,18.0,23.0,5.0,146.0,40.0,2.0,399.0
alive,51.0,18.0,75.0,1.0,1.0,0.0,20.0,6.0,18.0,15.0,59.0,34.0,11.0,88.0,1.0,398.0
outta,0.0,12.0,110.0,1.0,0.0,2.0,2.0,0.0,9.0,0.0,27.0,24.0,154.0,54.0,2.0,397.0
days,14.0,9.0,96.0,8.0,11.0,16.0,8.0,10.0,19.0,19.0,20.0,30.0,67.0,63.0,6.0,396.0
today,10.0,73.0,90.0,6.0,9.0,13.0,4.0,9.0,8.0,6.0,36.0,21.0,47.0,59.0,5.0,396.0
knows,12.0,28.0,111.0,13.0,8.0,4.0,19.0,1.0,11.0,14.0,29.0,69.0,39.0,30.0,7.0,395.0
may,20.0,13.0,131.0,16.0,3.0,7.0,1.0,31.0,19.0,15.0,17.0,22.0,40.0,51.0,9.0,395.0
step,4.0,88.0,113.0,3.0,0.0,2.0,0.0,1.0,21.0,15.0,46.0,7.0,52.0,42.0,0.0,394.0
dreams,24.0,18.0,58.0,3.0,8.0,9.0,11.0,11.0,6.0,35.0,70.0,37.0,34.0,55.0,15.0,394.0
rain,39.0,36.0,65.0,29.0,1.0,4.0,1.0,12.0,11.0,20.0,49.0,20.0,55.0,50.0,1.0,393.0
control,22.0,47.0,48.0,1.0,12.0,6.0,43.0,7.0,4.0,9.0,51.0,22.0,69.0,48.0,3.0,392.0
easy,13.0,9.0,56.0,9.0,18.0,32.0,1.0,0.0,1.0,16.0,31.0,27.0,119.0,53.0,6.0,391.0
gave,9.0,14.0,114.0,13.0,9.0,4.0,1.0,1.0,13.0,9.0,34.0,13.0,82.0,72.0,0.0,388.0
straight,3.0,11.0,137.0,2.0,0.0,3.0,2.0,1.0,23.0,10.0,19.0,11.0,95.0,61.0,10.0,388.0
crack,0.0,15.0,101.0,0.0,0.0,7.0,24.0,5.0,12.0,2.0,12.0,8.0,144.0,56.0,0.0,386.0
son,13.0,16.0,116.0,7.0,5.0,3.0,1.0,4.0,8.0,13.0,11.0,2.0,129.0,55.0,2.0,385.0
feels,12.0,18.0,121.0,4.0,3.0,19.0,5.0,5.0,2.0,12.0,51.0,41.0,57.0,32.0,2.0,384.0
smile,7.0,17.0,52.0,10.0,2.0,8.0,5.0,7.0,6.0,19.0,43.0,33.0,130.0,34.0,7.0,380.0
miss,18.0,15.0,83.0,5.0,9.0,2.0,14.0,1.0,17.0,13.0,42.0,23.0,62.0,65.0,10.0,379.0
bet,0.0,4.0,87.0,8.0,3.0,23.0,0.0,6.0,10.0,5.0,57.0,26.0,109.0,39.0,2.0,379.0
war,9.0,21.0,73.0,1.0,5.0,5.0,16.0,28.0,8.0,4.0,17.0,22.0,94.0,70.0,4.0,377.0
pay,5.0,24.0,85.0,4.0,3.0,5.0,8.0,4.0,16.0,6.0,44.0,10.0,90.0,69.0,4.0,377.0
behind,5.0,85.0,82.0,12.0,4.0,13.0,11.0,12.0,13.0,9.0,24.0,18.0,33.0,49.0,5.0,375.0
air,7.0,8.0,85.0,2.0,2.0,1.0,10.0,9.0,7.0,5.0,77.0,38.0,64.0,58.0,2.0,375.0
mother,9.0,9.0,147.0,20.0,0.0,2.0,2.0,28.0,10.0,17.0,29.0,21.0,40.0,36.0,3.0,373.0
saying,19.0,27.0,87.0,2.0,8.0,8.0,0.0,1.0,2.0,1.0,21.0,42.0,108.0,43.0,3.0,372.0
whatever,10.0,10.0,132.0,6.0,0.0,1.0,10.0,0.0,11.0,0.0,45.0,47.0,40.0,54.0,5.0,371.0
woo,71.0,0.0,38.0,1.0,0.0,0.0,2.0,2.0,19.0,1.0,64.0,13.0,51.0,108.0,1.0,371.0
block,2.0,10.0,97.0,0.0,2.0,2.0,1.0,1.0,17.0,2.0,28.0,0.0,160.0,47.0,1.0,370.0
wake,12.0,21.0,102.0,5.0,5.0,2.0,9.0,7.0,5.0,7.0,73.0,13.0,62.0,39.0,8.0,370.0
shine,45.0,5.0,26.0,2.0,0.0,0.0,4.0,0.0,5.0,11.0,41.0,29.0,136.0,64.0,1.0,369.0
murder,14.0,2.0,111.0,0.0,0.0,5.0,3.0,1.0,3.0,0.0,5.0,8.0,153.0,64.0,0.0,369.0
makes,9.0,27.0,91.0,8.0,6.0,17.0,5.0,24.0,31.0,5.0,47.0,34.0,39.0,19.0,6.0,368.0
deep,3.0,20.0,83.0,2.0,1.0,14.0,6.0,3.0,30.0,9.0,67.0,18.0,59.0,49.0,4.0,368.0
reason,6.0,30.0,108.0,5.0,2.0,10.0,6.0,8.0,20.0,4.0,34.0,25.0,71.0,32.0,5.0,366.0
gunit,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,1.0,0.0,364.0
sorry,4.0,12.0,134.0,5.0,9.0,13.0,0.0,9.0,15.0,3.0,96.0,10.0,22.0,28.0,4.0,364.0
pretty,4.0,4.0,64.0,28.0,5.0,21.0,9.0,1.0,16.0,10.0,95.0,31.0,41.0,32.0,3.0,364.0
doin,0.0,6.0,104.0,2.0,0.0,0.0,0.0,1.0,17.0,0.0,36.0,29.0,90.0,76.0,2.0,363.0
school,2.0,1.0,107.0,12.0,3.0,4.0,0.0,32.0,28.0,6.0,13.0,4.0,59.0,90.0,1.0,362.0
style,5.0,11.0,73.0,0.0,0.0,4.0,0.0,4.0,12.0,0.0,12.0,29.0,162.0,47.0,2.0,361.0
living,19.0,46.0,96.0,2.0,18.0,1.0,7.0,8.0,14.0,13.0,24.0,33.0,26.0,50.0,4.0,361.0
drive,10.0,5.0,66.0,5.0,2.0,16.0,0.0,1.0,6.0,13.0,28.0,24.0,80.0,105.0,0.0,361.0
slim,0.0,3.0,324.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,15.0,9.0,0.0,360.0
saw,30.0,24.0,90.0,10.0,8.0,15.0,4.0,14.0,6.0,31.0,42.0,22.0,31.0,18.0,13.0,358.0
shake,5.0,50.0,78.0,5.0,2.0,10.0,0.0,2.0,33.0,16.0,30.0,17.0,82.0,27.0,0.0,357.0
different,8.0,8.0,75.0,8.0,14.0,13.0,1.0,5.0,6.0,5.0,15.0,15.0,113.0,61.0,10.0,357.0
rich,0.0,5.0,58.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,6.0,209.0,49.0,14.0,353.0
red,4.0,10.0,70.0,40.0,3.0,15.0,4.0,7.0,11.0,13.0,39.0,17.0,83.0,32.0,4.0,352.0
hide,21.0,50.0,60.0,6.0,10.0,12.0,26.0,39.0,10.0,14.0,20.0,26.0,29.0,23.0,5.0,351.0
