palabra,Billie Eilish,Halsey,Harry Styles,Lana Del Rey,Dua Lipa,Post Malone,Megan Thee Stallion,HAIM,Taylor Swift,Bad Bunny,Ariana Grande,Travis Scott,Doja Cat,Blackpink,total
whole,6.0,11.0,3.0,28.0,12.0,23.0,38.0,8.0,74.0,2.0,34.0,41.0,39.0,11.0,330.0
fuckin,4.0,8.0,0.0,35.0,1.0,66.0,82.0,0.0,4.0,8.0,47.0,40.0,34.0,0.0,329.0
honey,1.0,13.0,25.0,116.0,5.0,8.0,4.0,56.0,55.0,2.0,13.0,0.0,29.0,2.0,329.0
looking,6.0,20.0,10.0,53.0,40.0,20.0,8.0,6.0,80.0,0.0,44.0,6.0,13.0,22.0,328.0
end,17.0,21.0,6.0,56.0,37.0,8.0,11.0,17.0,82.0,4.0,31.0,25.0,12.0,0.0,327.0
getting,8.0,33.0,32.0,50.0,20.0,19.0,24.0,9.0,83.0,0.0,19.0,8.0,8.0,14.0,327.0
guess,12.0,2.0,49.0,34.0,39.0,24.0,10.0,31.0,84.0,1.0,20.0,12.0,9.0,0.0,327.0
hand,6.0,20.0,9.0,32.0,34.0,10.0,16.0,8.0,104.0,0.0,48.0,10.0,21.0,5.0,323.0
mmm,33.0,1.0,1.0,34.0,30.0,4.0,11.0,2.0,4.0,6.0,118.0,39.0,40.0,0.0,323.0
free,5.0,2.0,2.0,82.0,46.0,17.0,22.0,2.0,51.0,2.0,47.0,25.0,12.0,7.0,322.0
wake,8.0,61.0,0.0,23.0,19.0,25.0,4.0,8.0,46.0,3.0,79.0,30.0,10.0,6.0,322.0
anything,20.0,41.0,5.0,48.0,39.0,29.0,7.0,5.0,67.0,0.0,22.0,11.0,28.0,0.0,322.0
save,14.0,10.0,2.0,88.0,33.0,34.0,14.0,18.0,47.0,2.0,32.0,9.0,11.0,5.0,319.0
old,5.0,12.0,5.0,68.0,14.0,10.0,18.0,7.0,111.0,2.0,31.0,22.0,5.0,6.0,316.0
roll,1.0,3.0,1.0,59.0,14.0,19.0,17.0,37.0,24.0,0.0,23.0,36.0,76.0,5.0,315.0
dream,7.0,38.0,17.0,85.0,5.0,7.0,3.0,17.0,79.0,0.0,40.0,3.0,13.0,1.0,315.0
woah,4.0,10.0,3.0,16.0,1.0,17.0,46.0,0.0,53.0,11.0,41.0,61.0,43.0,8.0,314.0
top,3.0,3.0,0.0,33.0,30.0,46.0,27.0,1.0,15.0,6.0,33.0,79.0,23.0,14.0,313.0
drive,4.0,33.0,2.0,53.0,23.0,16.0,38.0,3.0,73.0,0.0,33.0,10.0,19.0,5.0,312.0
inside,12.0,24.0,10.0,32.0,25.0,17.0,13.0,4.0,46.0,0.0,67.0,31.0,14.0,15.0,310.0
waiting,4.0,4.0,16.0,72.0,33.0,13.0,4.0,14.0,106.0,0.0,34.0,2.0,3.0,5.0,310.0
hope,9.0,49.0,14.0,25.0,21.0,11.0,10.0,5.0,93.0,0.0,25.0,24.0,22.0,2.0,310.0
heaven,4.0,19.0,2.0,177.0,25.0,5.0,6.0,1.0,37.0,0.0,12.0,7.0,9.0,6.0,310.0
place,11.0,23.0,23.0,56.0,13.0,23.0,16.0,20.0,65.0,2.0,21.0,25.0,10.0,1.0,309.0
summer,2.0,6.0,11.0,120.0,28.0,4.0,22.0,11.0,79.0,0.0,4.0,17.0,4.0,0.0,308.0
miss,21.0,5.0,9.0,46.0,25.0,11.0,8.0,2.0,129.0,0.0,27.0,11.0,5.0,9.0,308.0
took,6.0,15.0,5.0,33.0,18.0,32.0,10.0,21.0,65.0,0.0,8.0,64.0,27.0,0.0,304.0
ni,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,189.0,0.0,1.0,1.0,112.0,304.0
work,3.0,2.0,6.0,39.0,13.0,14.0,97.0,3.0,25.0,0.0,25.0,38.0,23.0,14.0,302.0
thinking,3.0,47.0,26.0,35.0,34.0,4.0,3.0,12.0,81.0,2.0,38.0,4.0,8.0,5.0,302.0
white,12.0,5.0,3.0,128.0,2.0,18.0,12.0,1.0,51.0,3.0,6.0,36.0,17.0,8.0,302.0
red,5.0,5.0,4.0,65.0,10.0,4.0,23.0,48.0,88.0,1.0,7.0,16.0,25.0,1.0,302.0
sorry,32.0,35.0,18.0,4.0,24.0,16.0,4.0,1.0,79.0,16.0,33.0,11.0,9.0,18.0,300.0
bring,5.0,4.0,20.0,23.0,8.0,27.0,32.0,5.0,31.0,1.0,31.0,45.0,51.0,17.0,300.0
tengo,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,287.0,7.0,1.0,0.0,0.0,299.0
goin,6.0,0.0,0.0,19.0,17.0,49.0,70.0,4.0,4.0,0.0,18.0,79.0,29.0,3.0,298.0
fight,5.0,8.0,1.0,48.0,16.0,6.0,14.0,24.0,82.0,0.0,35.0,3.0,55.0,1.0,298.0
together,7.0,5.0,12.0,52.0,73.0,2.0,7.0,21.0,71.0,0.0,24.0,15.0,1.0,7.0,297.0
beautiful,2.0,14.0,0.0,130.0,3.0,6.0,14.0,1.0,90.0,0.0,21.0,0.0,14.0,1.0,296.0
wanted,15.0,8.0,3.0,64.0,22.0,12.0,10.0,7.0,101.0,0.0,31.0,4.0,17.0,2.0,296.0
round,3.0,17.0,8.0,32.0,11.0,8.0,86.0,2.0,39.0,0.0,24.0,31.0,33.0,1.0,295.0
forget,8.0,10.0,7.0,33.0,11.0,18.0,3.0,19.0,71.0,1.0,78.0,7.0,22.0,4.0,292.0
sleep,13.0,13.0,13.0,30.0,28.0,30.0,20.0,9.0,31.0,0.0,24.0,28.0,49.0,3.0,291.0
ready,1.0,5.0,6.0,46.0,40.0,4.0,6.0,28.0,34.0,15.0,41.0,9.0,13.0,42.0,290.0
cuando,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,283.0,1.0,0.0,1.0,0.0,289.0
huh,6.0,4.0,0.0,7.0,20.0,3.0,147.0,1.0,16.0,11.0,13.0,41.0,15.0,4.0,288.0
bien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,1.0,2.0,0.0,0.0,288.0
straight,2.0,7.0,5.0,10.0,19.0,7.0,10.0,2.0,34.0,2.0,10.0,153.0,3.0,23.0,287.0
fly,4.0,5.0,6.0,68.0,30.0,16.0,20.0,0.0,58.0,0.0,24.0,29.0,22.0,5.0,287.0
saw,19.0,6.0,12.0,56.0,18.0,20.0,5.0,9.0,99.0,0.0,22.0,10.0,9.0,2.0,287.0
friend,29.0,3.0,4.0,23.0,25.0,26.0,32.0,14.0,40.0,4.0,52.0,3.0,29.0,2.0,286.0
town,7.0,7.0,0.0,61.0,3.0,4.0,6.0,3.0,110.0,1.0,17.0,33.0,33.0,0.0,285.0
hair,2.0,17.0,4.0,99.0,5.0,3.0,18.0,3.0,65.0,0.0,46.0,4.0,15.0,0.0,281.0
dick,1.0,0.0,0.0,3.0,2.0,7.0,144.0,0.0,0.0,1.0,10.0,34.0,79.0,0.0,281.0
sky,6.0,20.0,6.0,48.0,28.0,14.0,0.0,8.0,60.0,2.0,31.0,45.0,3.0,9.0,280.0
else,9.0,1.0,5.0,47.0,23.0,7.0,8.0,8.0,76.0,0.0,69.0,10.0,8.0,8.0,279.0
lot,9.0,2.0,10.0,52.0,11.0,27.0,24.0,1.0,45.0,1.0,19.0,44.0,32.0,1.0,278.0
move,4.0,5.0,3.0,49.0,43.0,11.0,20.0,0.0,31.0,2.0,44.0,48.0,11.0,7.0,278.0
lil,0.0,0.0,0.0,0.0,2.0,54.0,101.0,0.0,0.0,3.0,6.0,61.0,47.0,3.0,277.0
hell,13.0,10.0,0.0,14.0,29.0,25.0,45.0,2.0,52.0,1.0,37.0,20.0,28.0,0.0,276.0
sing,2.0,3.0,2.0,139.0,8.0,2.0,11.0,7.0,46.0,0.0,36.0,10.0,10.0,0.0,276.0
close,3.0,15.0,1.0,42.0,43.0,12.0,9.0,5.0,64.0,0.0,54.0,15.0,10.0,3.0,276.0
dreams,5.0,13.0,2.0,63.0,35.0,6.0,3.0,2.0,90.0,0.0,22.0,8.0,26.0,1.0,276.0
wild,1.0,1.0,42.0,109.0,43.0,2.0,7.0,0.0,33.0,0.0,4.0,9.0,25.0,0.0,276.0
door,13.0,11.0,10.0,21.0,7.0,24.0,7.0,11.0,86.0,3.0,33.0,21.0,22.0,6.0,275.0
woo,4.0,0.0,10.0,16.0,13.0,24.0,19.0,0.0,0.0,3.0,100.0,68.0,16.0,2.0,275.0
black,11.0,5.0,3.0,97.0,4.0,5.0,14.0,0.0,36.0,9.0,13.0,25.0,10.0,43.0,275.0
knows,10.0,10.0,4.0,99.0,45.0,1.0,0.0,0.0,77.0,2.0,19.0,4.0,3.0,1.0,275.0
rain,9.0,10.0,1.0,31.0,8.0,3.0,4.0,4.0,87.0,0.0,89.0,20.0,3.0,4.0,273.0
help,9.0,21.0,6.0,22.0,30.0,27.0,10.0,21.0,44.0,0.0,19.0,21.0,32.0,10.0,272.0
cold,8.0,15.0,1.0,31.0,17.0,42.0,13.0,4.0,59.0,1.0,24.0,34.0,17.0,6.0,272.0
til,1.0,16.0,6.0,20.0,30.0,43.0,23.0,5.0,23.0,0.0,23.0,25.0,53.0,4.0,272.0
lose,16.0,5.0,2.0,24.0,50.0,10.0,8.0,4.0,71.0,0.0,30.0,36.0,11.0,5.0,272.0
ice,1.0,0.0,4.0,26.0,3.0,26.0,46.0,0.0,6.0,7.0,16.0,38.0,36.0,61.0,270.0
rock,1.0,0.0,0.0,100.0,4.0,9.0,38.0,53.0,5.0,0.0,12.0,22.0,12.0,12.0,268.0
feelin,1.0,7.0,3.0,15.0,13.0,21.0,30.0,1.0,20.0,6.0,63.0,34.0,37.0,16.0,267.0
found,10.0,27.0,7.0,39.0,8.0,10.0,3.0,45.0,62.0,0.0,28.0,17.0,11.0,0.0,267.0
trying,11.0,19.0,15.0,33.0,17.0,13.0,1.0,28.0,90.0,0.0,27.0,4.0,4.0,4.0,266.0
diamonds,1.0,1.0,0.0,45.0,24.0,31.0,35.0,0.0,7.0,0.0,18.0,51.0,36.0,15.0,264.0
somebody,9.0,16.0,3.0,24.0,81.0,9.0,17.0,6.0,44.0,0.0,39.0,7.0,6.0,2.0,263.0
fine,7.0,7.0,25.0,70.0,6.0,7.0,11.0,8.0,62.0,1.0,26.0,11.0,9.0,12.0,262.0
sun,0.0,24.0,2.0,73.0,11.0,21.0,3.0,4.0,60.0,8.0,23.0,15.0,7.0,11.0,262.0
sin,2.0,2.0,0.0,4.0,5.0,1.0,0.0,0.0,7.0,220.0,9.0,3.0,9.0,0.0,262.0
mas,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,256.0,3.0,0.0,0.0,0.0,262.0
cool,4.0,2.0,11.0,67.0,31.0,30.0,33.0,0.0,41.0,1.0,5.0,12.0,11.0,13.0,261.0
phone,11.0,14.0,6.0,12.0,12.0,25.0,28.0,4.0,67.0,2.0,35.0,29.0,15.0,0.0,260.0
va,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,260.0
car,13.0,7.0,5.0,31.0,9.0,29.0,26.0,3.0,90.0,2.0,17.0,18.0,9.0,1.0,260.0
shake,2.0,2.0,2.0,8.0,5.0,22.0,83.0,1.0,87.0,0.0,17.0,13.0,17.0,0.0,259.0
daddy,3.0,4.0,2.0,76.0,31.0,6.0,23.0,0.0,41.0,23.0,15.0,11.0,22.0,0.0,257.0
bit,1.0,12.0,29.0,16.0,17.0,2.0,8.0,0.0,17.0,0.0,86.0,4.0,39.0,25.0,256.0
makes,17.0,15.0,3.0,68.0,48.0,8.0,2.0,5.0,38.0,1.0,38.0,4.0,3.0,5.0,255.0
ahora,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,238.0,8.0,5.0,1.0,0.0,255.0
though,8.0,4.0,12.0,35.0,10.0,35.0,4.0,7.0,22.0,1.0,64.0,22.0,27.0,2.0,253.0
late,5.0,24.0,15.0,34.0,36.0,10.0,6.0,8.0,40.0,0.0,11.0,56.0,8.0,0.0,253.0
throw,1.0,7.0,4.0,15.0,6.0,19.0,63.0,6.0,21.0,0.0,26.0,45.0,40.0,0.0,253.0
siempre,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,247.0,1.0,1.0,0.0,0.0,253.0
seen,11.0,7.0,4.0,46.0,4.0,24.0,19.0,3.0,59.0,0.0,25.0,32.0,15.0,4.0,253.0
falling,3.0,5.0,14.0,13.0,40.0,6.0,0.0,59.0,56.0,0.0,39.0,11.0,0.0,4.0,250.0
must,4.0,8.0,2.0,34.0,11.0,5.0,26.0,2.0,70.0,0.0,38.0,6.0,41.0,3.0,250.0
heard,3.0,3.0,8.0,43.0,15.0,17.0,21.0,1.0,70.0,0.0,23.0,26.0,7.0,10.0,247.0
dime,5.0,1.0,0.0,4.0,0.0,4.0,4.0,0.0,1.0,219.0,5.0,2.0,1.0,0.0,246.0
bed,5.0,26.0,8.0,29.0,41.0,12.0,22.0,10.0,36.0,0.0,25.0,11.0,15.0,5.0,245.0
fun,7.0,5.0,3.0,111.0,17.0,3.0,8.0,1.0,40.0,1.0,22.0,4.0,6.0,17.0,245.0
smile,2.0,14.0,6.0,35.0,10.0,8.0,5.0,1.0,108.0,0.0,41.0,2.0,10.0,2.0,244.0
room,4.0,8.0,3.0,18.0,13.0,8.0,21.0,2.0,80.0,1.0,21.0,32.0,31.0,2.0,244.0
scared,18.0,5.0,9.0,31.0,29.0,6.0,45.0,14.0,38.0,0.0,17.0,10.0,20.0,2.0,244.0
n,0.0,0.0,0.0,14.0,0.0,11.0,0.0,37.0,2.0,0.0,3.0,163.0,13.0,0.0,243.0
line,7.0,36.0,24.0,22.0,4.0,10.0,19.0,14.0,38.0,0.0,27.0,30.0,7.0,4.0,242.0
went,4.0,12.0,4.0,31.0,2.0,48.0,18.0,2.0,57.0,1.0,12.0,32.0,9.0,10.0,242.0
problem,13.0,10.0,1.0,11.0,43.0,9.0,8.0,0.0,44.0,0.0,91.0,2.0,5.0,4.0,241.0
deep,0.0,13.0,3.0,13.0,45.0,12.0,11.0,3.0,41.0,1.0,43.0,33.0,23.0,0.0,241.0
nah,0.0,3.0,0.0,0.0,4.0,16.0,62.0,0.0,0.0,54.0,18.0,53.0,25.0,6.0,241.0
many,12.0,16.0,4.0,21.0,19.0,17.0,24.0,4.0,45.0,0.0,20.0,44.0,10.0,4.0,240.0
eso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,1.0,0.0,0.0,240.0
ella,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,232.0,0.0,0.0,0.0,0.0,238.0
dark,11.0,9.0,3.0,75.0,29.0,2.0,8.0,8.0,62.0,0.0,17.0,3.0,8.0,3.0,238.0
soul,6.0,18.0,0.0,68.0,29.0,22.0,4.0,0.0,44.0,0.0,15.0,13.0,17.0,0.0,236.0
yall,0.0,0.0,0.0,1.0,0.0,16.0,110.0,0.0,2.0,0.0,18.0,39.0,49.0,0.0,235.0
christmas,0.0,0.0,0.0,19.0,0.0,0.0,9.0,0.0,49.0,0.0,149.0,4.0,0.0,5.0,235.0
dancing,4.0,3.0,2.0,41.0,78.0,9.0,4.0,0.0,82.0,0.0,4.0,6.0,2.0,0.0,235.0
feels,7.0,5.0,19.0,44.0,28.0,10.0,2.0,11.0,44.0,0.0,39.0,15.0,7.0,4.0,235.0
boys,1.0,11.0,4.0,40.0,36.0,6.0,12.0,0.0,33.0,1.0,36.0,23.0,13.0,16.0,232.0
taste,1.0,20.0,23.0,39.0,17.0,9.0,11.0,0.0,8.0,2.0,31.0,7.0,49.0,15.0,232.0
start,3.0,21.0,2.0,19.0,37.0,15.0,14.0,7.0,41.0,1.0,35.0,23.0,11.0,3.0,232.0
tried,13.0,20.0,1.0,32.0,28.0,19.0,10.0,22.0,37.0,0.0,21.0,16.0,8.0,4.0,231.0
catch,1.0,10.0,0.0,35.0,29.0,19.0,36.0,0.0,22.0,1.0,23.0,24.0,14.0,17.0,231.0
far,16.0,23.0,7.0,33.0,17.0,9.0,5.0,3.0,54.0,0.0,45.0,11.0,8.0,0.0,231.0
lookin,5.0,10.0,2.0,17.0,14.0,14.0,60.0,3.0,18.0,0.0,13.0,29.0,44.0,1.0,230.0
nice,1.0,6.0,2.0,38.0,25.0,6.0,28.0,2.0,63.0,0.0,26.0,12.0,13.0,7.0,229.0
beat,0.0,4.0,1.0,18.0,12.0,2.0,75.0,5.0,29.0,7.0,14.0,32.0,23.0,7.0,229.0
blow,4.0,14.0,2.0,26.0,21.0,11.0,40.0,2.0,22.0,3.0,17.0,24.0,14.0,29.0,229.0
ask,12.0,9.0,10.0,46.0,14.0,14.0,22.0,2.0,48.0,2.0,14.0,16.0,15.0,5.0,229.0
since,7.0,12.0,4.0,24.0,8.0,24.0,29.0,6.0,48.0,0.0,22.0,26.0,19.0,0.0,229.0
estoy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,219.0,7.0,0.0,1.0,0.0,228.0
whoa,1.0,0.0,0.0,1.0,35.0,7.0,1.0,25.0,37.0,1.0,18.0,70.0,4.0,28.0,228.0
otra,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,2.0,0.0,227.0
hoy,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,226.0
bet,5.0,13.0,5.0,4.0,5.0,5.0,30.0,1.0,53.0,0.0,18.0,25.0,29.0,32.0,225.0
city,7.0,19.0,0.0,49.0,4.0,11.0,16.0,5.0,41.0,1.0,8.0,48.0,15.0,0.0,224.0
mama,6.0,2.0,0.0,13.0,1.0,42.0,21.0,1.0,19.0,16.0,9.0,58.0,27.0,9.0,224.0
tears,3.0,8.0,3.0,11.0,21.0,25.0,8.0,12.0,45.0,0.0,70.0,3.0,1.0,13.0,223.0
living,3.0,12.0,7.0,59.0,36.0,11.0,0.0,6.0,54.0,0.0,18.0,7.0,5.0,4.0,222.0
alive,12.0,12.0,0.0,101.0,21.0,4.0,4.0,0.0,34.0,0.0,17.0,13.0,3.0,0.0,221.0
drop,1.0,2.0,0.0,18.0,1.0,33.0,53.0,0.0,14.0,2.0,13.0,60.0,19.0,5.0,221.0
lit,0.0,0.0,1.0,15.0,20.0,9.0,43.0,0.0,5.0,0.0,2.0,114.0,4.0,8.0,221.0
ohoh,0.0,1.0,15.0,3.0,64.0,6.0,8.0,0.0,70.0,15.0,17.0,0.0,1.0,17.0,217.0
bunny,4.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,204.0,0.0,0.0,3.0,0.0,217.0
hurt,10.0,15.0,4.0,39.0,27.0,9.0,24.0,7.0,41.0,0.0,26.0,4.0,9.0,0.0,215.0
met,1.0,15.0,2.0,31.0,13.0,10.0,8.0,4.0,54.0,0.0,54.0,11.0,7.0,4.0,214.0
cabron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,214.0
sometimes,6.0,11.0,20.0,34.0,5.0,15.0,6.0,4.0,62.0,1.0,32.0,7.0,5.0,5.0,213.0
game,3.0,4.0,1.0,49.0,9.0,12.0,19.0,7.0,48.0,6.0,14.0,12.0,22.0,7.0,213.0
talkin,3.0,3.0,0.0,11.0,4.0,20.0,77.0,1.0,5.0,0.0,10.0,52.0,25.0,0.0,211.0
sad,12.0,14.0,0.0,52.0,37.0,12.0,7.0,6.0,47.0,0.0,6.0,7.0,2.0,8.0,210.0
ha,4.0,10.0,2.0,46.0,17.0,6.0,15.0,0.0,9.0,59.0,8.0,5.0,17.0,12.0,210.0
oohooh,6.0,15.0,0.0,15.0,82.0,22.0,0.0,0.0,4.0,1.0,54.0,10.0,0.0,0.0,209.0
moment,4.0,15.0,6.0,7.0,23.0,13.0,2.0,14.0,53.0,0.0,24.0,7.0,20.0,20.0,208.0
times,6.0,6.0,11.0,19.0,44.0,13.0,7.0,12.0,57.0,0.0,16.0,7.0,6.0,4.0,208.0
saying,10.0,18.0,8.0,18.0,14.0,7.0,9.0,35.0,58.0,1.0,13.0,10.0,2.0,4.0,207.0
felt,22.0,15.0,1.0,32.0,13.0,26.0,2.0,16.0,45.0,2.0,17.0,6.0,3.0,4.0,204.0
porque,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,204.0
nothin,11.0,8.0,1.0,7.0,11.0,10.0,24.0,0.0,9.0,0.0,44.0,24.0,43.0,12.0,204.0
understand,1.0,3.0,2.0,24.0,13.0,46.0,6.0,24.0,22.0,0.0,34.0,5.0,24.0,0.0,204.0
hundred,5.0,11.0,1.0,13.0,8.0,67.0,9.0,2.0,12.0,0.0,3.0,60.0,11.0,2.0,204.0
hide,16.0,11.0,2.0,9.0,17.0,4.0,6.0,6.0,25.0,0.0,63.0,20.0,23.0,1.0,203.0
less,4.0,1.0,3.0,12.0,1.0,2.0,14.0,0.0,16.0,0.0,141.0,6.0,2.0,1.0,203.0
gettin,6.0,6.0,4.0,7.0,14.0,24.0,40.0,0.0,2.0,0.0,12.0,50.0,32.0,5.0,202.0
eat,8.0,3.0,0.0,11.0,3.0,6.0,74.0,1.0,0.0,0.0,2.0,21.0,68.0,4.0,201.0
three,9.0,2.0,15.0,30.0,8.0,17.0,12.0,6.0,33.0,0.0,10.0,35.0,16.0,8.0,201.0
loved,11.0,10.0,0.0,60.0,12.0,2.0,1.0,0.0,82.0,0.0,18.0,2.0,0.0,2.0,200.0
knees,5.0,17.0,1.0,36.0,21.0,7.0,55.0,1.0,21.0,0.0,27.0,4.0,5.0,0.0,200.0
quiere,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,196.0,0.0,1.0,0.0,0.0,199.0
check,2.0,1.0,0.0,11.0,14.0,31.0,31.0,0.0,11.0,0.0,15.0,33.0,36.0,13.0,198.0
goodbye,6.0,4.0,0.0,28.0,26.0,19.0,0.0,31.0,63.0,1.0,13.0,2.0,3.0,1.0,197.0
outside,8.0,1.0,3.0,15.0,2.0,12.0,15.0,0.0,26.0,0.0,18.0,85.0,4.0,8.0,197.0
house,8.0,4.0,2.0,23.0,7.0,17.0,39.0,2.0,43.0,1.0,6.0,39.0,5.0,1.0,197.0
tired,0.0,5.0,8.0,44.0,13.0,10.0,11.0,10.0,41.0,0.0,21.0,11.0,5.0,17.0,196.0
already,5.0,20.0,11.0,40.0,19.0,16.0,13.0,2.0,27.0,0.0,20.0,14.0,4.0,5.0,196.0
queen,0.0,3.0,0.0,89.0,0.0,0.0,18.0,0.0,37.0,2.0,22.0,0.0,22.0,3.0,196.0
later,0.0,1.0,0.0,12.0,4.0,1.0,5.0,0.0,20.0,0.0,6.0,7.0,2.0,135.0,193.0
shine,0.0,0.0,11.0,31.0,17.0,3.0,2.0,3.0,32.0,0.0,17.0,5.0,46.0,25.0,192.0
stand,9.0,9.0,0.0,16.0,11.0,17.0,21.0,2.0,43.0,0.0,12.0,16.0,33.0,2.0,191.0
making,3.0,10.0,3.0,55.0,10.0,3.0,19.0,2.0,44.0,0.0,25.0,4.0,8.0,5.0,191.0
mouth,5.0,17.0,2.0,16.0,13.0,18.0,53.0,2.0,12.0,0.0,21.0,13.0,17.0,2.0,191.0
mami,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,179.0,1.0,4.0,1.0,2.0,190.0
type,16.0,7.0,0.0,11.0,6.0,6.0,11.0,2.0,3.0,0.0,36.0,66.0,19.0,6.0,189.0
happy,9.0,12.0,3.0,51.0,11.0,6.0,6.0,0.0,31.0,0.0,45.0,6.0,8.0,0.0,188.0
eye,1.0,15.0,2.0,40.0,7.0,2.0,1.0,61.0,40.0,0.0,2.0,4.0,11.0,2.0,188.0
al,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,173.0,8.0,4.0,0.0,0.0,188.0
ho,0.0,0.0,0.0,1.0,1.0,16.0,67.0,0.0,0.0,0.0,30.0,58.0,15.0,0.0,188.0
goes,4.0,3.0,3.0,23.0,12.0,15.0,2.0,2.0,77.0,1.0,25.0,9.0,0.0,12.0,188.0
broke,1.0,12.0,3.0,14.0,15.0,20.0,54.0,0.0,30.0,0.0,14.0,15.0,10.0,0.0,188.0
bag,1.0,2.0,0.0,2.0,1.0,12.0,67.0,0.0,1.0,0.0,10.0,29.0,57.0,5.0,187.0
matter,2.0,7.0,0.0,48.0,22.0,11.0,6.0,4.0,36.0,2.0,29.0,12.0,3.0,4.0,186.0
bands,0.0,0.0,0.0,0.0,1.0,47.0,49.0,0.0,1.0,0.0,5.0,58.0,25.0,0.0,186.0
morning,1.0,23.0,6.0,19.0,14.0,10.0,2.0,0.0,44.0,0.0,13.0,11.0,41.0,2.0,186.0
shot,0.0,1.0,0.0,25.0,15.0,30.0,17.0,0.0,14.0,10.0,4.0,45.0,7.0,18.0,186.0
comes,5.0,8.0,5.0,38.0,15.0,11.0,1.0,3.0,62.0,0.0,33.0,2.0,0.0,2.0,185.0
low,2.0,8.0,0.0,16.0,5.0,17.0,13.0,1.0,21.0,1.0,5.0,13.0,76.0,7.0,185.0
drunk,2.0,5.0,4.0,27.0,12.0,17.0,4.0,0.0,26.0,0.0,6.0,75.0,6.0,0.0,184.0
listen,12.0,9.0,11.0,16.0,23.0,22.0,12.0,0.0,19.0,0.0,42.0,8.0,10.0,0.0,184.0
bye,0.0,0.0,0.0,40.0,3.0,15.0,45.0,0.0,33.0,5.0,12.0,5.0,8.0,18.0,184.0
sure,15.0,5.0,1.0,24.0,8.0,6.0,8.0,0.0,42.0,3.0,21.0,23.0,24.0,4.0,184.0
talking,3.0,5.0,16.0,21.0,26.0,6.0,19.0,0.0,30.0,0.0,27.0,4.0,18.0,7.0,182.0
bum,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,42.0,0.0,3.0,128.0,182.0
pain,8.0,9.0,3.0,8.0,14.0,16.0,13.0,2.0,43.0,1.0,33.0,12.0,10.0,10.0,182.0
road,2.0,9.0,5.0,34.0,14.0,31.0,1.0,5.0,37.0,0.0,21.0,20.0,2.0,0.0,181.0
club,0.0,1.0,0.0,21.0,6.0,7.0,23.0,0.0,9.0,3.0,6.0,88.0,14.0,2.0,180.0
lonely,13.0,17.0,22.0,36.0,19.0,14.0,6.0,1.0,23.0,0.0,8.0,8.0,12.0,1.0,180.0
pick,0.0,8.0,12.0,42.0,13.0,16.0,11.0,4.0,33.0,0.0,5.0,21.0,12.0,3.0,180.0
bang,4.0,0.0,0.0,48.0,46.0,0.0,3.0,0.0,1.0,0.0,35.0,27.0,4.0,11.0,179.0
truth,4.0,17.0,3.0,17.0,15.0,11.0,4.0,10.0,45.0,0.0,36.0,6.0,4.0,7.0,179.0
lips,6.0,14.0,5.0,57.0,13.0,4.0,7.0,0.0,37.0,0.0,21.0,2.0,8.0,5.0,179.0
hmm,35.0,1.0,1.0,36.0,7.0,1.0,34.0,0.0,2.0,9.0,33.0,15.0,3.0,2.0,179.0
meet,5.0,25.0,3.0,30.0,3.0,5.0,5.0,3.0,66.0,0.0,16.0,15.0,2.0,1.0,179.0
says,1.0,15.0,5.0,46.0,3.0,2.0,28.0,0.0,67.0,0.0,3.0,6.0,2.0,0.0,178.0
feet,12.0,24.0,3.0,23.0,4.0,4.0,19.0,5.0,51.0,0.0,9.0,12.0,11.0,0.0,177.0
hay,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,162.0,0.0,1.0,12.0,0.0,176.0
dress,2.0,7.0,5.0,54.0,0.0,0.0,4.0,0.0,66.0,0.0,0.0,17.0,20.0,1.0,176.0
